lpa_name,borough,actual_completion_date,development_type
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,Conversion
Haringey,Haringey,18/05/2017,New Build
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,New Build
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,New Build
Haringey,Haringey,01/03/2017,Conversion
Haringey,Haringey,31/01/2017,New Build
Hounslow,Hounslow,20/03/2017,New Build
Haringey,Haringey,01/03/2017,Conversion
Haringey,Haringey,10/04/2017,New Build
Greenwich,Greenwich,03/07/2017,New Build
Harrow,Harrow,22/11/2017,Conversion
Greenwich,Greenwich,14/09/2017,New Build
Barking & Dagenham,Barking and Dagenham,01/08/2017,Conversion
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,Conversion
Haringey,Haringey,18/10/2017,New Build
Harrow,Harrow,14/09/2017,New Build
Haringey,Haringey,22/08/2017,New Build
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,Conversion
Greenwich,Greenwich,26/05/2017,New Build
Waltham Forest,Waltham Forest,04/07/2017,New Build
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,Conversion
Greenwich,Greenwich,23/08/2017,New Build
Waltham Forest,Waltham Forest,21/06/2017,Conversion
Haringey,Haringey,10/08/2017,Conversion
Harrow,Harrow,10/03/2017,New Build
Hounslow,Hounslow,02/11/2017,New Build
Haringey,Haringey,10/10/2017,Conversion
Waltham Forest,Waltham Forest,11/11/2017,Conversion
Harrow,Harrow,01/10/2017,Conversion
Haringey,Haringey,10/06/2017,New Build
Harrow,Harrow,15/12/2017,Conversion
Islington,Islington,09/10/2017,Conversion
Waltham Forest,Waltham Forest,21/01/2017,New Build
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,New Build
Haringey,Haringey,02/05/2017,New Build
Waltham Forest,Waltham Forest,12/12/2017,Conversion
Haringey,Haringey,01/03/2017,Conversion
Waltham Forest,Waltham Forest,22/09/2017,New Build
Greenwich,Greenwich,17/08/2017,New Build
Haringey,Haringey,01/03/2017,Conversion
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,Conversion
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,Conversion
Harrow,Harrow,18/05/2017,Conversion
Haringey,Haringey,01/09/2017,New Build
Waltham Forest,Waltham Forest,01/08/2017,Conversion
Haringey,Haringey,31/03/2017,New Build
Greenwich,Greenwich,30/06/2017,New Build
Haringey,Haringey,01/10/2017,New Build
Haringey,Haringey,05/06/2017,New Build
Waltham Forest,Waltham Forest,21/02/2017,Conversion
Harrow,Harrow,26/01/2017,Conversion
Harrow,Harrow,09/06/2017,Conversion
Harrow,Harrow,23/01/2017,Conversion
Waltham Forest,Waltham Forest,04/11/2017,New Build
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,Conversion
Haringey,Haringey,31/03/2017,Conversion
Waltham Forest,Waltham Forest,14/09/2017,New Build
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,New Build
Haringey,Haringey,10/10/2017,Conversion
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,New Build
Hounslow,Hounslow,30/03/2017,New Build
Greenwich,Greenwich,31/10/2017,New Build
Haringey,Haringey,15/07/2017,Conversion
Greenwich,Greenwich,03/02/2017,New Build
Harrow,Harrow,02/08/2017,New Build
Haringey,Haringey,25/05/2017,Conversion
Hounslow,Hounslow,13/09/2017,New Build
Haringey,Haringey,02/06/2017,New Build
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,Conversion
Haringey,Haringey,01/03/2017,New Build
Barking & Dagenham,Barking and Dagenham,10/01/2017,New Build
Greenwich,Greenwich,04/01/2017,New Build
Waltham Forest,Waltham Forest,29/09/2017,Conversion
Haringey,Haringey,12/07/2017,New Build
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,Conversion
Waltham Forest,Waltham Forest,10/12/2017,New Build
Islington,Islington,01/02/2017,Conversion
Waltham Forest,Waltham Forest,27/01/2017,New Build
Waltham Forest,Waltham Forest,06/07/2017,New Build
Haringey,Haringey,01/09/2017,New Build
Harrow,Harrow,31/08/2017,New Build
Haringey,Haringey,01/03/2017,Conversion
Haringey,Haringey,01/03/2017,Conversion
Harrow,Harrow,07/12/2017,New Build
Harrow,Harrow,15/11/2017,New Build
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,New Build
Kensington & Chelsea,Kensington and Chelsea,24/10/2017,New Build
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,Conversion
Haringey,Haringey,24/03/2017,Conversion
Harrow,Harrow,24/11/2017,Conversion
Barking & Dagenham,Barking and Dagenham,01/03/2017,New Build
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,Conversion
Haringey,Haringey,31/03/2017,Conversion
Waltham Forest,Waltham Forest,03/11/2017,Conversion
Haringey,Haringey,08/10/2017,New Build
Haringey,Haringey,20/03/2017,Conversion
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,Conversion
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,New Build
Islington,Islington,07/03/2017,Conversion
Waltham Forest,Waltham Forest,10/02/2017,Conversion
Haringey,Haringey,31/08/2017,Conversion
Waltham Forest,Waltham Forest,11/09/2017,Conversion
Haringey,Haringey,28/07/2017,Conversion
Haringey,Haringey,26/10/2017,Conversion
Haringey,Haringey,24/03/2017,Conversion
Greenwich,Greenwich,21/06/2017,Conversion
Waltham Forest,Waltham Forest,29/09/2017,New Build
Kensington & Chelsea,Kensington and Chelsea,24/03/2017,Conversion
Harrow,Harrow,12/07/2017,New Build
Haringey,Haringey,10/07/2017,New Build
Waltham Forest,Waltham Forest,18/01/2017,Conversion
Haringey,Haringey,01/04/2017,Conversion
Haringey,Haringey,30/11/2017,New Build
Haringey,Haringey,04/02/2017,Conversion
Haringey,Haringey,01/10/2017,New Build
Waltham Forest,Waltham Forest,12/09/2017,New Build
Kensington & Chelsea,Kensington and Chelsea,02/02/2017,Conversion
Haringey,Haringey,10/10/2017,New Build
Hounslow,Hounslow,14/06/2017,New Build
Waltham Forest,Waltham Forest,03/03/2017,New Build
Haringey,Haringey,20/09/2017,Conversion
Harrow,Harrow,09/08/2017,Conversion
Hounslow,Hounslow,06/12/2017,New Build
Barking & Dagenham,Barking and Dagenham,01/02/2017,New Build
Kensington & Chelsea,Kensington and Chelsea,12/01/2017,Conversion
Haringey,Haringey,30/09/2017,New Build
Haringey,Haringey,02/04/2017,Conversion
Haringey,Haringey,01/10/2017,New Build
Harrow,Harrow,19/07/2017,New Build
Harrow,Harrow,27/11/2017,Conversion
Harrow,Harrow,25/10/2017,New Build
Harrow,Harrow,15/05/2017,New Build
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,New Build
Waltham Forest,Waltham Forest,23/03/2017,Conversion
Hounslow,Hounslow,29/08/2017,New Build
Haringey,Haringey,31/03/2017,Conversion
Hounslow,Hounslow,05/10/2017,Conversion
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,Conversion
Harrow,Harrow,21/07/2017,Conversion
Haringey,Haringey,31/03/2017,Conversion
Haringey,Haringey,10/07/2017,Conversion
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,Conversion
Kensington & Chelsea,Kensington and Chelsea,22/05/2017,Conversion
Waltham Forest,Waltham Forest,23/02/2017,New Build
Waltham Forest,Waltham Forest,08/11/2017,Conversion
Waltham Forest,Waltham Forest,28/04/2017,Conversion
Haringey,Haringey,15/05/2017,New Build
Haringey,Haringey,01/03/2017,Conversion
Kensington & Chelsea,Kensington and Chelsea,10/02/2017,New Build
Harrow,Harrow,11/09/2017,New Build
Harrow,Harrow,21/02/2017,Conversion
Harrow,Harrow,14/10/2017,Conversion
Haringey,Haringey,13/10/2017,Conversion
Harrow,Harrow,08/12/2017,Conversion
Haringey,Haringey,01/09/2017,New Build
Waltham Forest,Waltham Forest,15/12/2017,Conversion
Haringey,Haringey,01/03/2017,New Build
Waltham Forest,Waltham Forest,20/12/2017,New Build
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,Conversion
Waltham Forest,Waltham Forest,07/08/2017,Conversion
Greenwich,Greenwich,11/12/2017,Conversion
Greenwich,Greenwich,25/09/2017,New Build
Greenwich,Greenwich,16/03/2017,New Build
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,Conversion
Harrow,Harrow,05/12/2017,New Build
Kensington & Chelsea,Kensington and Chelsea,08/02/2017,Conversion
Harrow,Harrow,07/11/2017,Conversion
Greenwich,Greenwich,08/03/2017,New Build
Harrow,Harrow,15/09/2017,Conversion
Greenwich,Greenwich,12/12/2017,New Build
Haringey,Haringey,01/03/2017,Conversion
Haringey,Haringey,10/08/2017,Conversion
Harrow,Harrow,20/03/2017,New Build
Hounslow,Hounslow,15/10/2017,New Build
Haringey,Haringey,01/07/2017,New Build
Greenwich,Greenwich,29/08/2017,New Build
Harrow,Harrow,01/02/2017,New Build
Greenwich,Greenwich,31/01/2017,New Build
Waltham Forest,Waltham Forest,13/06/2017,Conversion
Haringey,Haringey,01/09/2017,Conversion
Harrow,Harrow,09/06/2017,Conversion
Islington,Islington,26/01/2017,New Build
Greenwich,Greenwich,23/08/2017,New Build
Waltham Forest,Waltham Forest,27/11/2017,Conversion
Waltham Forest,Waltham Forest,05/09/2017,Conversion
Waltham Forest,Waltham Forest,19/10/2017,New Build
Hounslow,Hounslow,06/02/2017,New Build
Haringey,Haringey,10/06/2017,Conversion
Haringey,Haringey,01/09/2017,New Build
Kensington & Chelsea,Kensington and Chelsea,04/04/2017,Conversion
Hounslow,Hounslow,13/03/2017,New Build
Barking & Dagenham,Barking and Dagenham,12/10/2017,Conversion
Haringey,Haringey,10/10/2017,Conversion
Harrow,Harrow,31/03/2017,New Build
Islington,Islington,07/08/2017,New Build
Hounslow,Hounslow,01/02/2017,Conversion
Haringey,Haringey,01/09/2017,Minor dwellings
Haringey,Haringey,31/03/2017,New Build
Barking & Dagenham,Barking and Dagenham,06/10/2017,New Build
Haringey,Haringey,01/02/2017,New Build
Haringey,Haringey,10/08/2017,New Build
Haringey,Haringey,10/08/2017,Conversion
Haringey,Haringey,31/03/2017,New Build
Hounslow,Hounslow,10/08/2017,Conversion
Islington,Islington,07/07/2017,Conversion
Islington,Islington,02/09/2017,Conversion
Islington,Islington,15/11/2017,Conversion
Islington,Islington,18/12/2017,New Build
Islington,Islington,06/03/2017,Conversion
Islington,Islington,31/08/2017,Conversion
Islington,Islington,01/07/2017,New Build
Islington,Islington,14/06/2017,Conversion
Islington,Islington,12/07/2017,Conversion
Islington,Islington,01/10/2017,Conversion
Islington,Islington,17/06/2017,New Build
Islington,Islington,01/02/2017,Conversion
Islington,Islington,14/08/2017,Conversion
Islington,Islington,30/09/2017,Conversion
Islington,Islington,01/09/2017,New Build
Islington,Islington,06/06/2017,Conversion
Islington,Islington,16/06/2017,Conversion
Islington,Islington,01/03/2017,New Build
Islington,Islington,09/06/2017,Conversion
Islington,Islington,07/08/2017,New Build
Islington,Islington,01/05/2017,New Build
Islington,Islington,30/04/2017,Conversion
Islington,Islington,16/06/2017,Conversion
Islington,Islington,05/05/2017,Conversion
Islington,Islington,24/05/2017,Conversion
Islington,Islington,14/06/2017,Conversion
Islington,Islington,05/04/2017,Conversion
Islington,Islington,27/06/2017,Conversion
Islington,Islington,20/03/2017,New Build
Islington,Islington,06/11/2017,New Build
Islington,Islington,01/04/2017,Conversion
Islington,Islington,01/12/2017,New Build
Islington,Islington,03/08/2017,New Build
Islington,Islington,01/05/2017,New Build
Islington,Islington,09/01/2017,New Build
Islington,Islington,23/07/2017,New Build
Islington,Islington,08/04/2017,New Build
Islington,Islington,01/06/2017,Conversion
Islington,Islington,25/11/2017,New Build
Islington,Islington,12/05/2017,Conversion
Islington,Islington,01/08/2017,Conversion
Islington,Islington,01/04/2017,New Build
Islington,Islington,31/08/2017,Conversion
Islington,Islington,15/03/2017,Conversion
Islington,Islington,01/11/2017,New Build
Islington,Islington,01/12/2017,New Build
Islington,Islington,03/07/2017,New Build
Waltham Forest,Waltham Forest,14/02/2017,Conversion
Waltham Forest,Waltham Forest,15/09/2017,Conversion
Waltham Forest,Waltham Forest,16/02/2017,Conversion
Hounslow,Hounslow,15/11/2017,New Build
Waltham Forest,Waltham Forest,09/11/2017,Conversion
Haringey,Haringey,25/05/2017,Conversion
Kensington & Chelsea,Kensington and Chelsea,19/12/2017,Conversion
Haringey,Haringey,12/09/2017,Conversion
Haringey,Haringey,26/04/2017,Conversion
Haringey,Haringey,17/08/2017,Conversion
Hounslow,Hounslow,06/10/2017,New Build
Waltham Forest,Waltham Forest,25/05/2017,Conversion
Haringey,Haringey,24/03/2017,Conversion
Greenwich,Greenwich,10/04/2017,Conversion
Waltham Forest,Waltham Forest,21/06/2017,Conversion
Waltham Forest,Waltham Forest,23/01/2017,Conversion
Waltham Forest,Waltham Forest,11/08/2017,Conversion
Haringey,Haringey,04/08/2017,New Build
Haringey,Haringey,31/03/2017,Conversion
Harrow,Harrow,31/05/2017,New Build
Waltham Forest,Waltham Forest,22/10/2017,Conversion
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,Conversion
Harrow,Harrow,19/10/2017,Conversion
Haringey,Haringey,01/03/2017,New Build
Waltham Forest,Waltham Forest,17/05/2017,New Build
Harrow,Harrow,31/03/2017,New Build
Kensington & Chelsea,Kensington and Chelsea,16/02/2017,New Build
Waltham Forest,Waltham Forest,07/03/2017,Conversion
Haringey,Haringey,01/09/2017,New Build
Greenwich,Greenwich,22/09/2017,Conversion
Haringey,Haringey,10/05/2017,New Build
Waltham Forest,Waltham Forest,12/01/2017,New Build
Greenwich,Greenwich,12/01/2017,New Build
Waltham Forest,Waltham Forest,11/11/2017,New Build
Haringey,Haringey,01/03/2017,Conversion
Haringey,Haringey,01/03/2017,Conversion
Haringey,Haringey,11/06/2017,New Build
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,Conversion
Greenwich,Greenwich,19/06/2017,New Build
Haringey,Haringey,31/03/2017,New Build
Haringey,Haringey,18/10/2017,New Build
Waltham Forest,Waltham Forest,27/04/2017,New Build
Greenwich,Greenwich,18/05/2017,New Build
Harrow,Harrow,25/01/2017,Conversion
Kensington & Chelsea,Kensington and Chelsea,06/01/2017,New Build
Harrow,Harrow,16/08/2017,Conversion
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,Conversion
Harrow,Harrow,16/02/2017,New Build
Kensington & Chelsea,Kensington and Chelsea,10/01/2017,New Build
Waltham Forest,Waltham Forest,01/04/2017,New Build
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,Conversion
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,Conversion
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,New Build
Waltham Forest,Waltham Forest,22/08/2017,Conversion
Harrow,Harrow,31/10/2017,Conversion
Greenwich,Greenwich,11/01/2017,New Build
Waltham Forest,Waltham Forest,07/08/2017,New Build
Kensington & Chelsea,Kensington and Chelsea,28/03/2017,Conversion
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,New Build
Haringey,Haringey,01/03/2017,Conversion
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,Conversion
Waltham Forest,Waltham Forest,03/05/2017,New Build
Barking & Dagenham,Barking and Dagenham,12/09/2017,New Build
Waltham Forest,Waltham Forest,09/06/2017,New Build
Waltham Forest,Waltham Forest,19/04/2017,New Build
Harrow,Harrow,27/04/2017,Conversion
Waltham Forest,Waltham Forest,01/06/2017,Conversion
Haringey,Haringey,31/03/2017,Conversion
Greenwich,Greenwich,19/01/2017,New Build
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,New Build
Hounslow,Hounslow,27/03/2017,New Build
Harrow,Harrow,22/06/2017,Conversion
Waltham Forest,Waltham Forest,18/03/2017,Conversion
Haringey,Haringey,01/02/2017,New Build
Greenwich,Greenwich,26/05/2017,New Build
Greenwich,Greenwich,07/09/2017,New Build
Haringey,Haringey,19/07/2017,Conversion
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,Conversion
Haringey,Haringey,01/01/2017,Conversion
Waltham Forest,Waltham Forest,31/03/2017,Conversion
Barking & Dagenham,Barking and Dagenham,31/03/2017,New Build
Waltham Forest,Waltham Forest,05/06/2017,New Build
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,Conversion
Harrow,Harrow,27/12/2017,Conversion
Haringey,Haringey,04/11/2017,Conversion
Greenwich,Greenwich,26/09/2017,New Build
Haringey,Haringey,01/02/2017,Conversion
Haringey,Haringey,31/03/2017,New Build
Haringey,Haringey,10/08/2017,Conversion
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,New Build
Kensington & Chelsea,Kensington and Chelsea,31/03/2017,New Build
Waltham Forest,Waltham Forest,12/10/2017,New Build
Waltham Forest,Waltham Forest,03/10/2017,New Build
Harrow,Harrow,31/03/2017,Conversion
Harrow,Harrow,03/11/2017,New Build
Haringey,Haringey,10/10/2017,New Build
Haringey,Haringey,09/10/2017,Conversion
Haringey,Haringey,30/09/2017,Conversion
Haringey,Haringey,01/10/2017,Conversion
Haringey,Haringey,03/11/2017,Conversion
Haringey,Haringey,01/03/2017,Conversion
Haringey,Haringey,31/03/2017,Conversion
Haringey,Haringey,01/10/2017,New Build
Haringey,Haringey,18/10/2017,Conversion
Haringey,Haringey,01/03/2017,Conversion
Haringey,Haringey,01/03/2017,Conversion
Haringey,Haringey,10/03/2017,Conversion
Haringey,Haringey,01/03/2017,Conversion
Haringey,Haringey,01/10/2017,Conversion
Haringey,Haringey,25/02/2017,Conversion
Haringey,Haringey,01/10/2017,Conversion
Haringey,Haringey,31/03/2017,Conversion
Haringey,Haringey,28/05/2017,New Build
Haringey,Haringey,15/07/2017,Conversion
Haringey,Haringey,16/08/2017,Conversion
Haringey,Haringey,01/03/2017,Conversion
Haringey,Haringey,11/05/2017,Conversion
Haringey,Haringey,10/10/2017,Conversion
Haringey,Haringey,01/03/2017,Conversion
Haringey,Haringey,30/04/2017,New Build
Haringey,Haringey,01/03/2017,Conversion
Haringey,Haringey,13/10/2017,Conversion
Haringey,Haringey,12/12/2017,Conversion
Haringey,Haringey,01/10/2017,Conversion
Haringey,Haringey,23/05/2017,Conversion
Haringey,Haringey,01/03/2017,Conversion
Haringey,Haringey,01/10/2017,Conversion
Haringey,Haringey,23/08/2017,Conversion
Haringey,Haringey,10/08/2017,Conversion
Haringey,Haringey,31/03/2017,Conversion
Haringey,Haringey,10/05/2017,Conversion
Haringey,Haringey,01/03/2017,Conversion
Haringey,Haringey,10/09/2017,Conversion
Haringey,Haringey,07/08/2017,Conversion
Haringey,Haringey,02/06/2017,Conversion
Haringey,Haringey,17/08/2017,Conversion
Haringey,Haringey,01/03/2017,New Build
Haringey,Haringey,01/03/2017,Conversion
Haringey,Haringey,01/10/2017,New Build
Haringey,Haringey,01/10/2017,Conversion
Haringey,Haringey,13/12/2017,Conversion
Barking & Dagenham,Barking and Dagenham,31/03/2017,New Build
Ealing,Ealing,01/06/2017,Minor retail and service
Ealing,Ealing,02/04/2017,Major dwellings
